news,labels
Forexlive Americas FX news wrap Gold hits another record high,positive
Eurozone to shrug off Trump steel and aluminium tariffs EURUSD forecast to,positive
US home price cuts are at the highest in over a decade,negative
Economic calendar in Asia February lower tier info only,neutral
Trade ideas thread Tuesday February insightful charts technical analysis ideas,neutral
Forex trading robots how do they work,neutral
Elon Musk tries to buy OpenAI report,neutral
Its a Trumpwatching market Two things to keep an eye on right now,neutral
Warning There is a Januaryeffect in Wednesdays CPI report,negative
David Tepper put his money behind his mouth,neutral
Almost no one on Wall Street saw the gold rally coming and things to watch now,neutral
The buyers showed up on dips in AUDUSD today but swing area resistance is doing its job,positive
easyMarkets Named Best ForexCFD Broker at TradingView Broker Awards,positive
Israels Netanyahu to hold security cabinet meeting to discuss Hamas hostage release delay,neutral
Frances finance minister Lombard Europe will answer to US tariff moves,neutral
European indices start the week with gains,positive
Ukraines president Zelinskiy to meet US VP Vance before Munich security conference,neutral
USDCAD trades to a new low higher CAD despite threat of steel and aluminum tariffs,positive
ECBs Lagarde The conditions for a recovery remain in place,positive
Tickmill Wins Top Spot for its Commissions Fees at ForexBrokerscom Annual Awards,positive
NY Fed Jan survey of consumer expectations shows one year inflation vs last,negative
New York Fed survey of inflation expectations to be released at the top of the hour,neutral
NASDAQ index up over,positive
Xsolla Announces New Leadership Structure for Next Phase of Strategic Growth Innovation,neutral
Trump No more penny production,neutral
USDCHF buyers made a play above a swing area earlier but failed What levels are in play,neutral
US employment trends for January versus last month,negative
Technology surges while Tesla stumbles Navigating todays mixed market,positive
US stocks shrug off the weekend tariff news Look to open higher today,positive
EURUSD is off low but still bearish USDJPY is below D MAs GBPUSD bearish tilt,negative
FBS Marks Years of Traders Trust and Raffles iPhones Pro Max Among Clients,neutral
White House advisor Hassett on CNBC Trump will stop waivers on steel,neutral
The US session is underway Yields little changed Stocks are higher,positive
ForexLive European FX news wrap Dollar steady as risk shrugs off Trumps tariff threats,positive
EUs von der Leyen to meet with US VP Vance on Tuesday,neutral
USDJPY up on the day but buyers face a stern technical test,negative
China says will place greater emphasis on boosting consumption,positive
Introducing Amega Making Trading Simple and Accessible to Everyone,neutral
EURUSD futures signal bearish pressure OrderFlow Intel analysis,negative
How to Trade Bitcoin Today by TradeCompass,neutral
Copper Technical Analysis We are approaching a key resistance zone,positive
Eurozone February Sentix investor confidence vs expected,negative
SNB total sight deposits we February CHF bn vs CHF bn prior,positive
How to Become Successful in Trading Online,neutral
Crude Oil Technical Analysis We are back inside the old range,neutral
Nasdaq Monthly Analysis by Orderflow Intel,neutral
Market Outlook for the Week of th th February,neutral
What is the Best Trading Strategy,neutral
ECBs de Guindos It is very important to avoid a trade war,neutral
Gold Technical Analysis Tariffs are back on the menu,neutral
European indices open a little higher to start the week,positive
EU is ready to push the trigger in response to Trump says French foreign minister,positive
Eurostoxx futures in early European trading,positive
Memeinator Blazes Past M with Red Apple Tech Partnership News,positive
Little on the agenda in Europe to start the new week,neutral
Can gold extend its winning streak to seven weeks,neutral
FX option expiries for February am New York cut,neutral
Nasdaq Futures Today by TradeCompass,neutral
Forexlive AsiaPacific FX news wrap Trump banging on the tariff drum again,neutral
Russia throws cold water on peace talks,negative
Top Forex Brokers in South Africa in,neutral
Hong Kong stocks continue to roll,negative
Trump says its time to get rid of the penny,neutral
Here is a tailwind for Monday markets,negative
Trump floats the idea that some Treasury debt isnt valid,neutral
China may target US tech firms as a trade war strategy,negative
Politico report indicates that Republican deficit hawks are beginning to dig in,negative
EXCLUSIVE Webinar Meeting Trader Expectations The Essentials,neutral
There is an intensifying price war in the Chinese automotive market,negative
Japanese year yields rise to a fresh high since,positive
Early angst about Trump tariff talk fades US equity futures turn higher,positive
FXDD Integrates Autochartist to Increase Trading Efficiency,positive
PBOC expected to set yuan reference rate at,neutral
China tariffs on the US have gone into effect,neutral
Japan December current account billion vs billion expected,negative
No panic in the stock market as futures open for the week,neutral
Canadian dollar underperforms early,negative
US dollar climbs after Trump promises reciprocal tariffs,positive
Voting Round Now Underway for the UF AWARDS MEA,neutral
Trump I will announce reciprocal tariffs on Tues or Wed,neutral
Germanys Scholz says the EU can act in an hour on tariffs,neutral
Early indications to start the new week Some euro softness,neutral
Trump is trying to have it both ways on tariffs,neutral
China Consumer Price inflation picked up in January accelerated faster than expected,positive
Deutsche Bank is the year the world realizes China is outcompeting everyone,neutral
Your Guide to Cryptocurrency Regulations in the UK,neutral
Weekly Market Outlook February,neutral
Forexlive Americas FX news wrap Feb US jobs remains solidInflation expectations rise,positive
Major US stock indices close sharply lower,negative
For the trading week the USD is ending mostly lower,negative
US consumer credit for December B vs B estimate,negative
Details of the joint statement from Pres Trump and Japan PM Ishiba,neutral
How FOREX Brokers Can Identify Toxic Traders,neutral
Crude oil futures settled at a barrel,neutral
Trump Japan to double defense spending by US committed to the defense of Japan,positive
Watch live Trump holds a press conference with Ishida,neutral
Macys Stock Skyrocketed on Buyout News Keep an Eye on One Key Moment,neutral
Trump is considering allowing Nippon Steel to acquire US Steel report,neutral
Ukraine Zelenskiy to Trump Lets do a deal but stresses the need for secuity guarantees,neutral
Reuters Canada PM Trudeau says Pres Trump talk about absorbing Canada is real,neutral
More from Feds Kugler Stable labor market gives the Fed time to make decisions,neutral
Other comments from Trump Want to talk to Putin and Zelenskiy too,neutral
EU to offer lower tariffs on US car imports in effort to make a deal with Trump,positive
FBS Unveils Best Day Trading Strategies for,neutral
Trump We do want to work on the deficit with Japan Want to get it down to even,neutral
A best guess on whats really happening with the Trump reciprocal tariff headlines,neutral
NZDUSD corrects lower into a cluster of technical levels including hour MAs,negative
Feds Kugler Jan jobs report shows US labor market is healthy,negative
Bill Ackman reveals a position in Uber Why he is buying shares,neutral
What key earnings releases are scheduled for the week starting Feb,neutral
Bitcoin wandering in the range,neutral
Hassett says Trump wants reciprocity in taxes cites Europes VAT as a tax on US companies,neutral
CNBC reports timing of reciprocal tariffs is premature,negative
The AUDUSD is finding sellers in a swing area Do buyers push higher or sellers stall rise,negative
Trump told Republicans he plans to issue reciprocal tariffs as soon as Friday report,neutral
Feds Goolsbee Whats happening in longterm rates is more the Treasurys purview,neutral
NASDAQ index turns lower on the day after University of Michigan,negative
Bitcoin retreats but Ethereum poised for a bullish breakout,negative
US February prelim UMich consumer sentiment vs expected,negative
New US Energy Secretary downplays the risk of tariffs on oil imports,negative
Tech sector shines while Amazon faces pressure A look at todays market movements,neutral
Bitcoins breakthrough,neutral
The FX market is disagreeing with the fixed income market today,negative
Trump will meet with Japan PM Ishiba today What to watch for,neutral
US stocks are marginally higher after the US jobs report,positive
US equity futures are flat ahead of the open,negative
The USD has whipped around after the US jobs data,negative
Feds Kashkari The market may be taking the signal that the neutral rate is higher,neutral
A heavy Bitcoin as a warning before the FOMC,neutral
Canada January employment change K vs K estimate,negative
US January nonfarm payrolls K vs K expected,negative
Locked and loaded for the January edition of nonfarm payrolls Signs of strength,neutral
Prepare for the US jobs report with a technical look at the EURUSD USDJPY GBPUSD,neutral
US nonfarm payrolls data due imminently the critical key ranges for estimates to watch,neutral
BOEs Pill There is an ongoing disinflation process in the UK,negative
Fear in crypto versus extreme greed in stocks,neutral
ECBs Vuji Market bets on three rate cuts are not unreasonable,neutral
NVIDIA Swing Trade Plan Short Strategy on NFP Friday,neutral
ForexLive European FX news wrap Dollar steady awaiting US jobs report,negative
USDCAD Technical Analysis We are back at the key support Now what,neutral
GBPUSD Technical Analysis The focus turns to the US NFP report,neutral
USDJPY holds the bounce from earlier but the coast isnt clear yet,neutral
Bitcoin remains in a downtrend,negative
Trading AMZN Stock After Earnings,neutral
EURUSD Technical Analysis The greenback stays on the backfoot,neutral
ECBs de Guindos Inflation to start converging to target in the spring,positive
Cryptocurrencies under renewed pressure,negative
What is the distribution of forecasts for the US NFP,neutral
USDJPY Technical Analysis Eyes on the US NFP report,neutral
European equities keep little changed at the open today,neutral
China gold reserves seen increasing again to start the new year,positive
France December trade balance billion vs billion expected,neutral
Bitcoin and Ethereum have further correction potential,negative
Eurostoxx futures in early European trading,negative
UK January Halifax house prices vs mm expected,negative
Germany December trade balance billion vs billion expected,negative
Germany December industrial production vs mm expected,negative
A quieter mood ahead of European trading today,neutral
US jobs report the main event on the agenda today,neutral
Crypto Hits the Ceiling,neutral
FX option expiries for February am New York cut,neutral
The Reserve Bank of India RBI cut its key repo rate by bp to,negative
ForexLive AsiaPacific FX news wrap USDJPY drops under bounces back,negative
There is Chinese inflation data due this weekend CPI and PPI for January,neutral
US January nonfarm payrolls data the critical key ranges for estimates to watch,neutral
An aircraft with people on board has disappeared from radar in the USA,negative
Crypto attracts buyer interest but reversal needs proof,neutral
Japanese Prime Minister Ishiba will meet with Trump press conference Friday,neutral
Nissan Seeks New Partnerships After Honda Merger Talks Fail,positive
Federal Reserve Governors Bowman and Kugler speaking Friday,neutral
Cryptocurrencies wait for a signal,neutral
European Central Banks de Guindos and Escriva are speaking today February,neutral
USDJPY could plunge under if the BOJ sends any hawkish messages,negative
IMFs Gopinath says support Bank of Japan moving gradually,positive
IMF estimates Japans neutral interest rate to be in the range of,neutral
Bank of England Chief Economist Huw Pill is speaking on Friday February,neutral
PBOC sets USD CNY reference rate for today at vs estimate at,neutral
The stock market has helped crypto,positive
Bank for International Settlements warns of economic risks amid Trump policy uncertainties,negative
UBS expect the Fed to resume rate cuts later in,neutral
PBOC is expected to set the USDCNY reference rate at Reuters estimate,neutral
Japan government official says December household spending best since Auguist,positive
Recapping Dallas Feds Logan Rate path in depends on economic conditions,neutral
Japan finance minister Kato says Seven I buyout will be handled appropriately,neutral
Bitcoin set for a deeper correction,neutral
Goldman Sachs nonfarm payroll preview the underlying labor market remains solid,negative
Japan data December Household Spending YoY vs expected previous,negative
More from Feds Logan estimates of neutral rate vary widely but most have moved up,neutral
TD Securities on RBA rate cuts inflation remains key driver,positive
Feds Logan Says choice is to resume cutting soon or to hold for quite some time,neutral
BOC Gov Macklem says Trumps tariff threats weighing on business household confidence,negative
Ether and Bitcoin seek local support,neutral
Forexlive Americas FX news wrap Pound bounces back after rate cut,positive
Meta Chief Executive Mark Zuckerberg was at the White House on Thursday for meetings,neutral
Gold Price Forecast UBS Boosts Target to Amidst Global Uncertainty,positive
Bitcoin attracts buyers on the dip to week MA,positive
US equity close An afternoon dip is bought,negative
Trade ideas thread Friday February insightful charts technical analysis ideas,neutral
Economic calendar in Asia February speeches from BOC Gov Macklem Feds Logan,neutral
January nonfarm payrolls preview by the numbers Positive signs abound,negative
Feds Waller says stablecoins would make dollar even more of a reserve currency,negative
The number is important in technical analysis and for some reasons,neutral
Bitcoins fall is unlikely to stop above K,negative
US stocks turn lower Amazon in focus ahead of earnings,negative
Trump laid out six tax priorities in a meeting with Congress,neutral
WTI crude oil falls to the lowest levels since December,negative
Feds Goolsbee First effects of tariffs may be less imporant than impacts on expectations,neutral
Treasurys Bessent We do want the dollar to be strong,positive
Credit Agricole Fridays NFP could send USDJPY to,positive
Bitcoin and Ethers buying opportunities on market dips,negative
Breaking the norm Meta stock on epic Day winning streak,neutral
Pound bounces back following todays rate cut,positive
ECBs Vujcic Best thing to do is waitandsee given high level of uncertainty,neutral
US dollar feels some fresh pressure,positive
GBPUSD bounces after the BOE rate cut news runs its course,negative
Trump admin releases new sanctions on Iran,negative
Bitcoin lurks at a local bottom,negative
German DAX stretches to record high,positive
Canada Ivey January PMI vs prior,negative
Trump peace plan for Ukraine includes ceasefire by Easter,neutral
Bitcoin falls under pressure,negative
USDCHF rebounds after basing at swing area support yesterdaytodayWhat next for the pair,neutral
Tech sector rebounds Navigating a dynamic market landscape,positive
Trump We will drive the price of oil down everything else will follow,neutral
USDCAD settles after fireworks at the start of the week Price back in familiar territory,positive
US stock futures moderately higher ahead of the open Set for thirdstraight gain,positive
Whats priced in for the Bank of England after todays rate cut,neutral
Bitcoin and Ether flirt with day MA,neutral
Bitcoin Analysis Today by tradeCompass,neutral
US initial jobless claims K versus K estimate,negative
US Q unit labor costs prelim vs expected,negative
BOE governor Bailey We are currently not in a position to judge US policies,neutral
The BOE has a dovish cut leading the GBPUSD lower What are the technicals saying now,negative
BOE governor Bailey Each member votes as what they think is best,neutral
Bitcoin aims higher,neutral
ForexLive European FX news wrap BOE cuts bank rate as expected but surprise Mann vote,negative
BOE governor Bailey I dont use the word stagflation,neutral
BOE governor Bailey There was a bit of a debate about the world careful,neutral
BOE governor Bailey We expect to be able to cut the bank rate further,positive
US January Challenger layoffs k vs k prior,negative
BOE cuts bank rate by bps to as expected,neutral
Bitcoin sticks to bull trend on banks woes,positive
Sterling heavy ahead of BOE decision,negative
Trump says Gaza Strip would be turned over to the US when the dust settles,neutral
Russell Technical Analysis The market fades the trade war fears,neutral
Bitcoins dangerous fall,neutral
USTR nominee Greer calls for active pragmatic trade policy to foster growth,positive
Eurozone December retail sales vs mm expected,negative
Nasdaq Technical Analysis The bulls take charge as trade war fears ease,negative
UK January construction PMI vs expected,negative
Dollar keeps steadier so far on the day,positive
Bitcoins shortterm triangle,neutral
SP Technical Analysis The market eyes new highs as trade war fears abate,positive
Gold Technical Analysis Focus on the US NFP report,neutral
European indices open higher to kick start the day,positive
Nasdaq Futures Analysis by TradeCompass,neutral
The bond market looks to have made up its mind on the week,neutral
Bitcoin hits the resistance but does not give up,neutral
China says willing to resolve trade issues through dialogue and consultation,positive
Germany December industrial orders vs mm expected,negative
Switzerland January seasonally adjusted unemployment rate vs expected,negative
ECBs Cipollone There is still room for adjusting rates downward,neutral
BOE policy decision in focus today,neutral
Crypto seeks support,neutral
FX option expiries for February am New York cut,neutral
BOJs Tamura The pace of rate hikes may not necessarily be once every half a year,neutral
BOJs Tamura It is difficult to specify the terminal rate at this point,neutral
Cryptocurrencies have cleared overbought conditions,positive
ForexLive AsiaPacific FX news wrap USDJPY drops under bounces back,negative
Federal Reserve Board Governor Christopher Waller is speaking on Thursday,neutral
Panama Canal authority says its made no change to canal fees,neutral
BoA expect just RBA interest cuts in terminal rate of,neutral
US Treas Secretary Scott Bessent more on Trump wanting lower yr yield not short term,negative
The Nissan Honda merger is off,neutral
Bitcoin and Ether erase recent momentum,neutral
ExRBA official Australias weak economy sticky CPI trade uncertainty risk soft landing,negative
Tamura says BoJ must raise shortterm interest rates to at least by the H fiscal,neutral
US government vessels to sail free through Panama Canal,neutral
BOJs Tamura makes his case again for faster interest rate hikes,positive
PBOC sets USD CNY midpoint today at vs estimate at,neutral
Feds Jefferson says happy to keep Fed Funds on hold at current rate,neutral
The Crypto Correction,neutral
Japans fin min Kato sees inflation pressure continuing to rise,negative
Nothing from Bank of Japan Board Member Tamura Naoki yet,neutral
Australian December trade surplus comes in at AUDmn below estimate of AUDmn,negative
Feds Jefferson does not offer anything much new on the economy or policy in his speech,neutral
PBOC is expected to set the USDCNY reference rate at Reuters estimate,neutral
The Bank of England BoE is expected to cut interest rates by bp at its meeting today,negative
Cryptocurrency market about to hold these levels,neutral
Goldman Sachs dismisses bubble concerns over US equity market dominance,negative
BoJ hawk Naoki Tamura is scheduled to speak soon,neutral
JP Morgan maintains view that USChina tariff war likely to escalate all the way to,negative
Crypto market takes profits,negative
USDJPY forecast to,positive
Bitcoin to Hit USK by forecast by Standard Chartered,positive
JP Morgan see a much weaker Chinese yuan due to Trump tariffs PBoC to step in,negative
Forexlive Americas FX news wrap Feb Yields move lower helped by lower ISM services,negative
Trumps Treasury Secretary Bessent threatens the largest tax hike in history,negative
Economic calendar in Asia February Fed speaker Australian data,neutral
Bitcoin soars past K,positive
Trade ideas thread Thursday February insightful charts technical analysis ideas,neutral
US stocks shake off the early weakness,negative
Costco trades to a new alltime high What next technically,neutral
Steady bids continue to support US equities but US dollar bounces,positive
No comments on the economic outlook in comments from the Feds Bowman,neutral
Chip Stock Showdown AMD Nvidia Broadcom Analysis,neutral
The crypto market continues to trade sideways,neutral
US crude oil futures settled at,positive
US dollar at a oneweek low as the trade fears fade,negative
Feds Goolsbee Ignoring supply chain impacts like tariffs would be a mistake,neutral
Tariff frontrunning is likely to play havoc with Canadian economic data,negative
SocGen Shortterm trade Sell EURJPY,neutral
NZDUSD continues the rebound started on Monday and extends above an old ceilingWhat next,neutral
Bitcoin is stuck at K and needs a pullback to move higher,negative
China initiates WTO dispute complaint regarding US tariff measures,negative
SP erases loses turns positive despite a big decline at Alphabet,positive
US expected to roll out Ukraine peace plan next week,neutral
Resting Bitcoin,neutral
JapanUS summit statement to call for golden age of ties,neutral
ECBs Centeno Undershooting inflation is a risk if investment doesnt improve,negative
AUDUSD extends higher and enters swing area resistance area Can momentum continue,positive
EIA weekly crude oil inventories K vs K expected,negative
Feds Barkin Does not see rate hike as close to the base case,neutral
USDJPY is dipping below the and day MAs,negative
Ethereum is overtaking,positive
USDCHF falls to swing area and support gives sellers some cause for pause,positive
US January ISM services vs expected,negative
Tech sector tumbles Nvidia shines as Google slides,negative
US SP Global final January services PMI vs prelim,negative
Canada SP Global January services PMI vs prior,negative
Canada and US to hold economic summit on Feb,neutral
Bitcoins intense shakeup,neutral
More from Feds Barkin There is a wide range of outcomes from tariffs,neutral
USDCAD down again and below the low of the Red Box,negative
Feds Barkin Not hearing CEOs talk about recession,neutral
ECBs Lane Disinflation process remains well on track,positive
Treasury refunding announcement shows most auction sizes unchanged for several quarters,negative
Canada December trade balace B vs B expected,negative
Bitcoin Adjusting First Quarter Gains,negative
US international trade deficit for December B vs billion,negative
US January ADP employment K vs K expected,negative
In the kickstart video for Feb the USD is lower as US traders enter the fray for the day,negative
Bitcoin is trying to break through the ceiling,neutral
Feds Barkin Baseline data has been favourable,positive
Forexlive European FX news wrap The USD extends decline as trade war fears dissipate,negative
Ethereum Futures Today by TradeCompass,neutral
US MBA mortgage applications we January vs prior,negative
The US Dollar remains under pressure as trade war fears continue to ease,negative
Japanese Yen Today,neutral
Cryptocurrencies dispel fears,negative
Eurozone December PPI vs mm expected,negative
UK January final services PMI vs prelim,neutral
Eurozone January final services PMI vs prelim,neutral
Germany January final services PMI vs prelim,neutral
France January final services PMI vs prelim,neutral
Italy January services PMI vs expected,negative
The lawsuit against Binance highlights cryptocurrency infrastructure risks,negative
Spain January services PMI vs expected,negative
ECBs de Guindos I see inflation approaching the ECBs target,neutral
If the main obstacle for the US is Iran pursuing nuclear weapons it can be resolved,neutral
A Simple Gold Technical Analysis Gold Bulls want mooooorrrrrrreeee,neutral
USDJPY Technical Analysis Strong Japanese wage data boosts the JPY,positive
Bitcoin stuck at K,negative
EU prepares to hit Big Tech in retaliation for Donald Trumps tariffs FT,neutral
ForexLive AsiaPacific FX news wrap Solid Japan wage data yen surges higher,positive
The crypto market is temporarily more attractive than stocks,positive
Federal Reserve speakers on Wednesday include Barkin Goolsbee Bowman and Jefferson,neutral
Japans Akazawa says ambitious goal to boost minimum wage eradicate deflationary mindset,positive
BOJ official BOJ sees underlying inflation gradually heading towards,positive
The additional US tariffs of will apply to Hong Kong as well as mainland China,neutral
FX option expiries for February am New York cut,neutral
European Central Bank chief economist Philip Lane is speaking today,neutral
The crypto market has let off steam,negative
Yen traders note BoJ hawk Naoki Tamura is scheduled to speak on Thursday,neutral
Japan robust wage growth bolsters case for Bank of Japan rate hikes as early as May,positive
US Postal Service suspends packages from China and Hong Kong until further notice,negative
China January Caixin Services PMI vs in December,neutral
US Central Intelligence Agency offered buyouts to its entire workforce on Tuesday,neutral
The Peoples Bank of China has set the CNY at its strongest since November last year,positive
Bitcoin cools down ahead of Fed,negative
PBOC sets USD CNY reference rate for today at vs estimate at,neutral
BoJ likely to raise ratees higher than most expects says former official Hideo Hayakawa,positive
New Zealand data ANZ World Commodity Price Index mm in January prior,neutral
Japan January services PMI prior,neutral
Feds Jefferson says there is no need to hurry further rate cuts,neutral
ANZ says NZ jobs data dont stand in the way of RBNZ bp cut at meeting on February,negative
Bitcoin in all its glory Wheres the stop,neutral
PBOC is expected to set the USDCNY reference rate at Reuters estimate,neutral
Trump says tomorrow more hostages will be released,neutral
Trump says US will take over the Gaza Strip,neutral
Banks Woes Boost Bitcoin Performance,positive
Japan headline wages yy in December real wages rise also,positive
More on the New Zealand jobs data unemployment hitting a year high,negative
More on Goldman Sachs China retaliatory measures to have limited impact on energy prices,neutral
Australian final January Services PMI prior,neutral
Goldman Sachs China trade war retaliation measures to have a limited energy price impact,neutral
Japans Honda and Nissan may call off merger talks,negative
Bitcoin is not spooked by banking chaos,neutral
New Zealand Q unemployment rate vs expected and in Q,negative
Oil private survey of inventory shows a headline crude oil build larger than expected,positive
Forexlive Americas FX news wrap US dollar slumps as the trade war dust settles,negative
US indices close higher on the day led by the NasdaqRussell,positive
Economic calendar in Asia February NZ jobs data China services PMI,neutral
Trade ideas thread Wednesday February insightful charts technical analysis ideas,neutral
A bullish pause of the Crypto,neutral
Zelensky We are ready for diplomatic track to end the war,positive
What a run for gold to start the year,neutral
Alphabet Google reports after the close,neutral
David Sacks The feasibility of a bitcoin reserve is being studied,neutral
GBPUSD extends to the topside target area and above the midpoint Buyers in control,positive
Trump says his memo on Iran is very tough hopefully wont have to use it,neutral
The Nice Bitcoin technique,neutral
US crypto czar David Sacks made no comment on crypto reserve,neutral
Morgan Stanley now sees just one Fed cut this year,neutral
Feds Daly The economy is in a very good place,positive
Bitcoin fell back to critical technical levels,negative
Is the tide finally turning on EU overregulation,neutral
Goldman Sachs GBP strategy ahead of the February BOE meeting,neutral
Gold price hits new record high technical indicators guide traders,positive
Bitcoin Price Prediction by TradeCompass,neutral
USDCAD nears critical support level in trading range,positive
WSJ Pres Trump and China Pres Xi are not speaking today,neutral
The crypto market is cheaper than a trillion again,neutral
EURUSD has stretched to new highs and in the process moved above key technical targets,positive
European equity close Spain Italy and France lead with strong gains,positive
Credit Agricole Assessing JPYs immunity to Trumps tariffs,neutral
US dollar continues slow slide as Treasury yields turn lower,negative
AUDUSD moves to new highs erasing the declines from weekend tariff news,positive
Still waiting on the TrumpXi call,neutral
Powells speech deepens Bitcoin correction,neutral
New Zealand GDT Price Index,neutral
JOLTS job openings M vs M estimate,negative
US December factory orders vs expected,negative
Tech sector consolidation Software stocks rise amidst mixed market signals,positive
The USDCHF continues fall after testing the January high and finding willing sellers,negative
Trump expected to sign executive order restoring maximum pressure on Iran,neutral
Crypto market hesitant to grow,negative
The US dollar drifts lower in a sign of improving risk appetite,negative
The USDCAD is back in familiar area after the run to new high going back to retraces,positive
Death Cross continues to hang over Bitcoin,negative
A Unique Analysis of META Stock Earnings Report,neutral
The lesson from Trumps first big trade fight,neutral
Kickstart North American FX trading day with a technical look at EURUSD USDJPY GBPUSD,neutral
Forexlive European FX news wrap Awaiting the TrumpXi call,neutral
What If a Military Operation Against Iran Begins,neutral
USDCAD Technical Analysis The pair continues to be driven by tariffs headlines,neutral
Silvergate triggered yet another mini crypto selloff,negative
USDCHF Technical Analysis Tariffs news dominate the price action,neutral
Dollar gains ease in European morning trade,positive
Crude Oil Technical Analysis We are testing a key support zone,positive
Gold Technical Analysis We got a new alltime high amid fears of a trade war,positive
European indices observe a calmer mood at the open today,positive
USDs Performance on Fresh Signs of Rising Inflationary Pressure,negative
The bond market continues to hold the line for now,positive
China antimonopoly regulator launches investigation into Google,neutral
Investing in the Weight Loss Revolution Top Weight Loss Drugs Stocks,neutral
China announces countertariffs against Trumps trade moves,negative
The crypto market tries to buck negative,positive
In Times of Trump Volatility Investing Like Warren Buffett,neutral
Another catch your breath session in Europe today,neutral
FX option expiries for February am New York cut,neutral
Challenging March for Bitcoin,negative
ForexLive AsiaPacific FX news wrap USD bounces back a little,positive
Federal Reserve Daly and Jefferson speaking on Tuesday February,neutral
Financial Times Chinas exporters to step up offshoring to beat Trumps tariffs,positive
Bank of Japan Governor Ueda says aiming for inflation on a sustainable basis,positive
Australian consumer confidence hit a month high at prior,positive
Trump says great interest in TikTok,positive
Cryptocurrencies Test Support after pessimism peaked,positive
Trump China tariffs Trump says will talk with Xi probably over the next hours,neutral
USD strength has crept back in as China tariff implementation time nears,positive
Bullard inflation will slow markedly this year allowing lower Fed interest rates,negative
Bank of Japan Governor Ueda will be speaking in the Japanese parliament today,neutral
Paul Tudor Jones warned Trump that theres no room for mistakes markets on shaky ground,negative
Trump is planning a US sovereign wealth fund,neutral
Bitcoin maintains a positive shortterm outlook,positive
ICYMI on Oil US shale industry and Saudi Arabia tell Trump they wont boost output,negative
Feds Musalem makes no comments on the economy or monetary policy in his remarks,neutral
Extra Trump tariffs on China are due to hit in a little over hours,neutral
US equity index futures have reopened for trade both ES and NQ have jumped higher,positive
Heres a forecast for bp of Reserve Bank of Australia interest rate cuts in,neutral
Forexlive Americas FX news wrap Feb Tariffs are postponed in Canada and Mexico,negative
Crypto market pressured by bigger trends,negative
Feds Goolsbee sees risks that inflation could tick back up,negative
EUs von der Leyen says will respond firmly if targeted by unfair or arbitrary tariffs,neutral
New Zealand data December building permits mm prior,neutral
Bitcoin set to break through,positive
Trump will pause tariffs on Canada for days,negative
USDCAD on the move plunges Trump says watch when asked about tariffs,neutral
Trump says call with Trudeau went very well Asked on tariffs he said watch,neutral
Major US indices start the week with declines,negative
US close Wild day ends with US stocks broadly lower but far above the lows,negative
Economic calendar in Asia February Feds Musalem speaking,neutral
Crypto market stalls after pump,negative
Trade ideas thread Tuesday February insightful charts technical analysis ideas,neutral
AUDUSD snaps back higher nearly erasing the gap lower on the dollar buying on tariffs,positive
WSJ Trump looking to dismantle the Department of Education,neutral
Trudeau and Trump are on a call now watch out for headlines,neutral
Whats priced in for the Bank of Canada ahead of tariffs,neutral
Crude oil futures settle at,neutral
Bitcoin is HODLing On,neutral
Bitcoin recoups K as the risk mood continues to improve,positive
More from Bostic Businesses are not confident in their outlook at this point,negative
CIBC forecast how Canadas economy would fare during a fivemonth tariff war,neutral
Navarro Trudeau needs to recognize it is a drug war not a trade war,neutral
China UN Envoy No winner in a trade war,neutral
Chinas UN envoy says will be filing a WTO complaint against US,negative
Bitcoin risks getting stuck near K,negative
Trump China tariffs were an opening salvo,neutral
Canada conservative leader Poillevre Canada should use military for border surveillance,neutral
Feds Bostic The current degree of uncertainty has broadened considerably,positive
Institutionals are slowing cryptos rise,negative
The USDJPY has moved up to resistance target defined by the H MA and swing area target,positive
Donald Trump considering hitting EU with tariffs on imported goods report,neutral
GBPUSD has erased all the declines and trades above MA levels,positive
Feds Collins Big tariffs will push up price levels could also have secondround impacts,negative
Senior Canada official says not optimistic a tariff offramp exists,neutral
EURUSD retraces to resistance target and the retracement,neutral
Ardu Prime a Success Story with a Guarantee for the Future,neutral
Mexican peso now higher on the day,positive
Trump confirms that Mexican tariffs will be paused says negotiations will start,neutral
White House confirms that Mexican tariffs will be delayed for a month report,negative
Sheinbaum says had a good conversation with Trump Tariffs paused for a month,neutral
NZDUSD a big mover today but off the lows What next,neutral
Yen increasingly seen as the winner as yields fall global growth questioned,negative
Crypto under pressure,neutral
White House says negotiations on tariffs are ongoing,neutral
US construction spending for December versus estimate,negative
US January ISM manufacturing vs prior,negative
tech struggles semiconductors falter while healthcare offers stability,negative
US January final SP Global manufacturing PMI vs prior,negative
Canada January SP Global manufacturing PMI vs prior,negative
Bitcoin feels the need for correction before further growth,neutral
USDCAD runs to a year high on tariff news and backs off What next technically,negative
Trump says he just spoke with Trudeau and they will speak again at pm ET,neutral
Full transcript What Kevin Hassett said today on CNBC on tariffs,neutral
Crypto stabilises at cosy height,neutral
Kickstart the FX trading day and week with a technical look at EURUSD USDJPY and GBPUSD,neutral
OPEC JMMC meeting to make no recommendation on oil output report,neutral
Hassett There have been some positive conversations on tariffs,positive
WH economic council director says Trump will decide what he will or wont call off,neutral
Snap Earnings Analysis by TrendIntel,neutral
ForexLive European FX news wrap Dollar off the highs but risk stays on the defensive,positive
Bitcoin enters shortterm correction,neutral
Risk stays heavy ahead of North America trading later,negative
